"speOsNum" "tyyppi" "maakunta" "spe1Rat" "spe2Rat" "spe3Rat" "spe4Rat" "spe5Rat" "spe6Rat" "spe7Rat" "spe8Rat" "spe9Rat" "spe10Rat" "spe11Rat" "spe12Rat" "spe13Rat" "spe14Rat" "spe15Rat" "spe16Rat" "spe17Rat" "spe18Rat" "spe19Rat" "spe20Rat" "spe21Rat" "spe22Rat" "spe23Rat" "spe24Rat" "spe25Rat" "spe26Rat" "spe27Rat" "spe28Rat" "spe29Rat" "spe30Rat" "spe31Rat"
"31" 1 "MetsaKeskim" 1 0.0850124751665337 0.0038179276654413 0.000652267726191365 0.00213777268077582 0.000294026567934684 0.000104301672087608 0 0 0.000113296617708616 0 0 0 0 0 0 0 0 0 0 0 3.91131270328529e-05 0 0 0 0 0 3.49187938360562e-05 0 0 0 0
"32" 2 "MetsaKeskim" 1 0.00144076808771602 0.121629409997583 0 0.00167164549248225 0.00105629630818084 0.000481582732010485 0 0.000123825592035722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.9492333728829e-05 0 0 0 0
"33" 3 "MetsaKeskim" 1 0.000407897621596284 0.00131910832495371 0.0946631271097831 0.00681056136306776 0.00163159048638513 0 0 0.00150036662384006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"34" 4 "MetsaKeskim" 1 0.000945203649347334 0.00145767871803484 0.0018186702718584 0.102100683650186 0.000201180137017053 0.000389726601696814 0.000466032870910202 0.000335300228361755 0.000307469210207093 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"35" 5 "MetsaKeskim" 1 0 0 0.00424714385160026 0.00142718913294403 0.0996768570126125 0 0 0.0050965726219203 0.00142718913294403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00158576570327114 0 0 0
"36" 6 "MetsaKeskim" 1 0.00133252547197493 0 0.00266505094394985 0.00666262735987463 0 0.10033450683321 0 0 0.00266505094394985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"37" 7 "MetsaKeskim" 1 0 0 0 0.0057445566084393 0 0.0161565654612356 0.120435115754728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"38" 8 "MetsaKeskim" 1 0 0 0 0 0 0 0 0.221004307181057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"39" 9 "MetsaKeskim" 1 0 0 0 0 0 0.070742291285852 0 0.0217668588571852 0.146926297286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.108834294285926 0 0 0
"40" 28 "MetsaKeskim" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.309587728985476 0 0 0
"41" 30 "MetsaKeskim" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.17687074829932 0
"42" 1 "MetsaVart" 1 0.0913747704958302 0.00251706481068455 0.000957441356688522 0.00165279373321436 0.000568482795534909 0.000102339479570204 0.000248491552054079 0.000112509858826691 0.000102187571325653 0 0 0 0 1.31196042567836e-05 0 0 0 0.000360372621688317 0 0 0 0 0 0 0 0 1.31196042567836e-05 0 5.62268753862153e-05 0 0
"43" 2 "MetsaVart" 1 0.00115695642782285 0.10763433895231 0.00063916738990671 0.000825483050848988 0.000688661139898729 0.000114531802867465 0.000800546531249904 0.00014089556539303 0.000230142064634988 0 0 0 0 0 0 0 0 6.65182127903066e-05 0 0 0 0 0 0 0 0 7.45302104093072e-05 0 0 0 0
"44" 3 "MetsaVart" 1 0 0.000228897320535645 0.0885311504529206 0.0105015838116082 0.000302855111312621 0 0.000194692571558113 0 0.000987369470044718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000108162539754507 0
"45" 4 "MetsaVart" 1 0.00073861881662243 0.00149080468886269 0.00331852056217764 0.110317474603927 0.000160014299514535 0.000194303077981935 0.000311448956600426 8.00071497572673e-05 7.14275073286237e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"46" 5 "MetsaVart" 1 0 0.00161023036338628 0.00203856922458113 0.00460193614170952 0.108335122203431 0.0036227151960889 0.000821460449332964 0.00265947820471548 0.00581792926660081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000287511157266538 0 0 0 0
"47" 6 "MetsaVart" 1 0 0 0.00465206168900987 0.00232603084450493 0 0.132834919656278 0 0.0117244178446626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00418685552010888 0 0 0
"48" 7 "MetsaVart" 1 0 0.000687789744628593 0.000962905642480032 0 0.00116924256586861 0.000481452821240016 0.161403827027016 0.000534947579155573 0.000481452821240016 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"49" 8 "MetsaVart" 1 0 0 0 0 0 0 0 0.209302325581395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"50" 9 "MetsaVart" 1 0 0 0 0 0 0 0 0 0.0998659190108782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0476190476190476 0 0 0
"51" 15 "MetsaVart" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.113580231161558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"52" 24 "MetsaVart" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0
"53" 28 "MetsaVart" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.192307692307693 0 0 0
"54" 29 "MetsaVart" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.64 0 0
"55" 30 "MetsaVart" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.186915887850467 0.0623052959501556 0 0
"56" 1 "MetsaHarvaTaimikko" 2 0 0.0952380952380951 0 0.142857142857143 0 0 0 0 0.0476190476190476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"57" 2 "MetsaHarvaTaimikko" 2 0 0.0936795920787383 0.00426894343649946 0.0064034151547492 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"58" 4 "MetsaHarvaTaimikko" 2 0 0.0317460317460317 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"59" 1 "MetsaKeskim" 2 0.0830797937537869 0.0027685223073076 0.00127082944789147 0.00159140739751016 0.000596850263653327 0.000368827018736413 8.35080042422066e-05 0.000288102614635613 0.000185109409403558 0 0 0 0 0 0 0 0 0.000185921292778135 0 0 0 0 0 0 0 0 0 0 0 0 0
"60" 2 "MetsaKeskim" 2 0.000490918016691212 0.129521315971979 0.000319096710849288 0.00161301634055684 0.00127326990360864 0 0.000196367206676485 0.000109092892598047 0.000196367206676485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"61" 3 "MetsaKeskim" 2 0.00235504686543262 0.00113042249540766 0.0854594173090711 0.0155092919682435 0 0.00113042249540766 0 0 0.00107154632377184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"62" 4 "MetsaKeskim" 2 0 0.00167179350006687 0.00367794570014712 0.114836822339832 0.000534973920021399 0.000401230440016049 0.000191062114293357 0 0.000534973920021399 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"63" 5 "MetsaKeskim" 2 0 0 0 0 0.162950458371433 0 0 0.0128836369604464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"64" 6 "MetsaKeskim" 2 0 0 0 0 0 0.0797619047619048 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0
"65" 7 "MetsaKeskim" 2 0 0 0 0 0.0169491525423729 0 0.101694915254237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"66" 11 "MetsaKeskim" 2 0 0 0 0 0 0 0 0 0 0 0.102941176470588 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"67" 1 "MetsaVart" 2 0.089578890816278 0.00187749732920637 0.000711996406238073 0.00130358848866548 0.000545505613133738 5.315751028552e-05 0.000342316036062788 9.82955685883106e-05 0.000104372856536072 0 0 0 0 0 0 0 0 0.000130242446690938 0 0 0 0 0 0 0 0 5.62721108754951e-05 0 0 0 0
"68" 2 "MetsaVart" 2 0.00113814069136857 0.107367761103378 0.000221497537973 0.00154537651068072 0.00104680290787306 0.000170411633945715 0.000224729827852006 6.25414734771151e-05 0.000248781930379524 0 0 0 0 0 0 0 0 1.81718567003724e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
"69" 3 "MetsaVart" 2 0.000343977526801582 0.00045863670240211 0.0825785009743778 0.0151660577511662 0.000288472533054144 0.000163798822286467 0.000242058259601113 0 0.000307122791787127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"70" 4 "MetsaVart" 2 6.42859438783708e-05 0.000421430076535987 0.00432395371770533 0.11261825747448 0 0 6.4285943878371e-05 0.000257143775513484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"71" 5 "MetsaVart" 2 0 0.000724506429994565 0.00102229791872791 0.0045540404171087 0.103868321945568 0.00378353357886051 0 0.00302883938094951 0.00658951635850058 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"72" 6 "MetsaVart" 2 0 0 0 0.00345901072293324 0 0.128329297820823 0 0 0.0115684691955878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"73" 7 "MetsaVart" 2 0 0.00242718446601942 0 0.00194174757281553 0 0.0058252427184466 0.193080374015928 0.00707350901525658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"74" 9 "MetsaVart" 2 0 0 0 0 0 0.0223713646532438 0.00671140939597316 0 0.21850841036876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"75" 15 "MetsaVart" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.258620689655172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"76" 24 "MetsaVart" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"77" 27 "MetsaVart" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.061298020578265 0 0.00457665903890159 0 0
"78" 30 "MetsaVart" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161425561018297 0 0.0224971878515185 0 0
"79" 2 "MetsaHarvaTaimikko" 3 0.00519673348181143 0.10651536041291 0.00742390497401633 0.0089086859688196 0.00148478099480327 0 0 0.00296956198960653 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"80" 4 "MetsaHarvaTaimikko" 3 0 0 0 0.181818181818182 0 0.0181818181818182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"81" 7 "MetsaHarvaTaimikko" 3 0 0 0 0 0.166666666666667 0 0.583333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"82" 8 "MetsaHarvaTaimikko" 3 0 0 0 0 0 0 0 0.158730158730159 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"83" 1 "MetsaKeskim" 3 0.07665490422039 0.00383395917525004 0.000558423546050216 0.00219033831882429 0.000355084537434104 0.000163885171123433 0 0.00038825177444718 0.000634296310459212 0 0 0 0 0 0 0 0 5.46283903744775e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
"84" 2 "MetsaKeskim" 3 0.00240265056737751 0.106373036095507 0.000357041772916177 0.00180526724841855 0.000535622737950401 0.002540928682379 0.000382587669964572 0.000557484890519805 0.000482060464155361 0 0 0 0 0 0 0 0 0.000114776300989372 0 0 0 0 0 0 0 0 0 0 0 0 0
"85" 3 "MetsaKeskim" 3 0 0.00496064092412316 0.0830318650664265 0.0179129942742593 0.000652103032279099 0.000527892930892605 0.000217367677426367 0.00351842363580218 0.000527892930892605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"86" 4 "MetsaKeskim" 3 0.00131975867269985 0.00136689291101056 0.0050800234623764 0.111054250760133 0.000754147812971343 0.000188536953242836 0 0.000188536953242835 0.000188536953242836 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"87" 5 "MetsaKeskim" 3 0.00350569675723049 0 0 0.00175284837861524 0.101616515726945 0.00720615444541825 0 0.0114908949264777 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00525854513584575 0 0 0 0 0 0 0
"88" 6 "MetsaKeskim" 3 0 0.0034460299744698 0 0.00596239842284945 0.001346348030966 0.094743900028316 0.00269269606193201 0.00673174015483002 0.0123735795226876 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"89" 7 "MetsaKeskim" 3 0 0 0 0 0 0.0303030303030302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"90" 8 "MetsaKeskim" 3 0 0.0205479452054795 0 0 0 0 0 0.181126331811263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"91" 9 "MetsaKeskim" 3 0 0 0 0 0.0161904761904762 0.0333333333333333 0 0.0133333333333333 0.308677248677249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.019047619047619 0.00666666666666666 0.04 0
"92" 14 "MetsaKeskim" 3 0 0.133333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"93" 15 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.064516129032258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"94" 18 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0
"95" 24 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"96" 28 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.137931034482759 0 0 0
"97" 30 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025 0
"98" 1 "MetsaVart" 3 0.0898244479054449 0.00328097922529625 0.00143446212574784 0.00165463834587304 0.000677271001746313 0.000405239267320741 0.000500357794533012 0.000232037829493718 9.75122538520158e-05 0 0 0 0 3.4208845684771e-05 0 0 0 0.000249448495242504 0 0 0 0 0 0 0 0 0 0 2.63038835053608e-05 4.50923717234756e-05 0
"99" 2 "MetsaVart" 3 0.00179513020004286 0.0953342807896568 0.0012048831120982 0.00202975831497115 0.00109653296658673 0.000984797048050111 0.000121759300846023 0.000366188315477101 0.000217227854125297 0 0 0 0 0 0 0 0 5.94803120167224e-05 0 0 0 0 0 0 0 0 0 1.69943748619207e-05 1.41619790516006e-05 0 0
"100" 3 "MetsaVart" 3 0.000758579733839606 0 0.0830632920257104 0.0212887994361494 0.000263445524368474 9.31012010054929e-05 0 0.000279303603016479 0.00106401372577706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"101" 4 "MetsaVart" 3 0.000190857906288768 0.00227049874397133 0.00840485022769437 0.11260765896522 0.000190857906288768 0.000190857906288768 0.000231756029064933 0.000572573718866304 0.000405573050863632 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"102" 5 "MetsaVart" 3 0.000735151030292546 0.00158922355077948 0.00658039826136914 0.00450219944695501 0.145241247885904 0.00676050653347459 0.00306072683853825 0.00764941464199826 0.0044657606312723 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00242167398214016 0 0 0
"103" 6 "MetsaVart" 3 0 0 0.000958313368471492 0.00095831336847149 0.00479156684235745 0.15407929662841 0 0.0117735642412212 0.0144507571436177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00684509548908208 0 0 0
"104" 7 "MetsaVart" 3 0 0 0 0 0.00313941876005668 0.00354924578527062 0.167203908278141 0.00354924578527063 0.0159716060337178 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"105" 8 "MetsaVart" 3 0 0 0.012987012987013 0.012987012987013 0 0 0 0.346938775510204 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"106" 9 "MetsaVart" 3 0 0 0 0 0 0 0 0 0.072252348028519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"107" 11 "MetsaVart" 3 0.0043859649122807 0 0 0 0 0 0 0 0 0 0.109649122807018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"108" 14 "MetsaVart" 3 0.00455279897993556 0 0 0 0 0.0136054421768707 0 0 0 0 0 0 0 0.0456147727696454 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"109" 21 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"110" 24 "MetsaVart" 3 0 0 0.0186915887850467 0 0.0186915887850467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0848008627657633 0 0 0 0 0 0 0
"111" 26 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"112" 27 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"113" 28 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.488888888888889 0 0 0
"114" 29 "MetsaVart" 3 0 0 0.32 0.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"115" 30 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"116" 2 "MetsaHarvaTaimikko" 4 0 0.193435566316922 0 0.00605326876513317 0.00538068334678504 0.0302663438256658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"117" 1 "MetsaKeskim" 4 0.0855981062229603 0.00277501872873857 0.00118446616892566 0.00142928721286997 0.000377283915129085 0.000107795404322596 0 3.59318014408652e-05 0.00051202817053233 0 0 0 0 0 0 0 0 7.18636028817306e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
"118" 2 "MetsaKeskim" 4 0.0010369613888998 0.105279076161672 0.000157115361954515 0.00162658042779022 0.000340416617568116 0.000247456695078361 0.000562123850548376 0.000659884520208964 0.000549903766840802 0 0 0 0 0 0 0 0 0.00031423072390903 0 0 0 0 0 0 0 0 0 0.000219961506736321 0 0 0
"119" 3 "MetsaKeskim" 4 0.000875018229546449 0.00184726070682028 0.0725443354143952 0.017202904690144 0.000875018229546449 0.000291672743182149 0 0.00204170920227505 0.00029167274318215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"120" 4 "MetsaKeskim" 4 0.000302343159486016 0.00120937263794407 0.00537858882530084 0.126044703595724 0.000302343159486016 0.00161249685059209 0 0 0.00090702947845805 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"121" 5 "MetsaKeskim" 4 0.00199004975124378 0.00221116639027087 0 0 0.0740740740740741 0.00398009950248756 0 0.00199004975124378 0.0099502487562189 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00248756218905472 0 0 0
