"speOsNum" "tyyppi" "maakunta" "spe1Rat" "spe2Rat" "spe3Rat" "spe4Rat" "spe5Rat" "spe6Rat" "spe7Rat" "spe8Rat" "spe9Rat" "spe10Rat" "spe11Rat" "spe12Rat" "spe13Rat" "spe14Rat" "spe15Rat" "spe16Rat" "spe17Rat" "spe18Rat" "spe19Rat" "spe20Rat" "spe21Rat" "spe22Rat" "spe23Rat" "spe24Rat" "spe25Rat" "spe26Rat" "spe27Rat" "spe28Rat" "spe29Rat" "spe30Rat" "spe31Rat"
4 "MetsaKeskim" 3 0.000258431321876211 0.00188798437926232 0.00510555688873301 0.0937095560108869 0.00260738744392963 0.00179825128138864 0.000129215660938106 0.000129215660938106 0.000682997064958559 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 "MetsaKeskim" 3 0 0.00604686318972033 0 0.00755857898715042 0.11175898931001 0.0128495842781557 0 0.00755857898715041 0.00529100529100529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 "MetsaKeskim" 3 0 0 0 0.00334781035106768 0.00197766402978129 0.10623804353446 0 0.00793973941368078 0.0128257328990228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000814332247557003 0.000814332247557002 0.00570032573289902 0 0 0
7 "MetsaKeskim" 3 0 0 0 0 0 0.0454545454545454 0.113636363636364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 "MetsaKeskim" 3 0 0 0 0 0 0.025974025974026 0 0.207792207792208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0.218298555377207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 "MetsaKeskim" 3 0 0.0133333333333333 0 0 0 0.0133333333333333 0 0 0 0 0.0800000000000001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18421052631579 0 0 0
29 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.470588235294117 0 0
30 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 "MetsaVart" 3 0.087954373684972 0.00286194154453833 0.00103717290067368 0.000788175239371194 0.00114341421671485 0.000546649189692975 8.29519846262322e-05 0.000394680276058938 0.00018697113995119 0 0 0 0 2.76506615420774e-05 0 0 0 0.000191579583541536 0 0 0 0 0 0 0 0 3.07229572689749e-05 4.74011340721327e-05 0 0 0
2 "MetsaVart" 3 0.00137587491192883 0.097293292998426 0.000499026946403519 0.00127228497117636 0.00100193883311558 0.000678335889934989 9.59240676947024e-05 0.000333591603116972 0.000221817525178455 0 0 0 0 0 0 0 0 6.46910593989187e-05 0 0 0 0 0 2.44088760676586e-05 0 0 0 1.38447108012972e-05 1.46138614013693e-05 0 0
3 "MetsaVart" 3 0.000214351244523326 0.000248647443647058 0.0801693499415427 0.0186571777099826 0.00102813337488474 0.000677349932693709 0 0.000617331584227178 0.000182198557844827 0 0 0 0 0 0 0 0 0 0 8.57404978093304e-05 0 0 0 0 0 0 0 0 0 0 0
4 "MetsaVart" 3 0.000813789263172287 0.000302880482470792 0.0054123558814906 0.100016527687222 0.00139645449327878 0 0.000763882393290307 0 0.000283084372505381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 "MetsaVart" 3 0.00165177705460741 0.00093865885433109 0.00354206917452741 0.00553093154525135 0.0962676953905546 0.00832060040492817 0.00135432056673107 0.00937817007824963 0.00366623926073138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00136930234310504 0 0 0 0.00113649278327083 0.0019320377315604 0 0
6 "MetsaVart" 3 0 0 0 0.00202020202020202 0.00559163059163059 0.110036876703543 0 0.00779220779220779 0.00400833734167067 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00404040404040403 0 0 0
7 "MetsaVart" 3 0 0.00251952632905014 0 0 0.0070546737213404 0.0291985106799922 0.159175736954022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8 "MetsaVart" 3 0 0 0 0 0 0 0 0.0754716981132075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 "MetsaVart" 3 0 0 0 0.0437158469945355 0 0.0109289617486339 0 0 0.109289617486339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
14 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 "MetsaVart" 3 0 0 0 0 0 0 0 0.0231481481481481 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0925925925925926 0 0
1 "MetsaKeskim" 4 0.084241305928536 0.0036019536019536 0.00121878792573657 0.000867611743744674 0.000261445503137346 0.000883104810597257 2.32396002788752e-05 6.97188008366255e-05 0.000255635603067627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 "MetsaKeskim" 4 0.00121134334557407 0.104247231608156 0.000125801987671405 0.000922298302471909 0.000404363531800945 0.00450740534398856 0.000451539277177722 0.000779772637867996 6.98899931507808e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 "MetsaKeskim" 4 0.000615953187557747 0.00153988296889437 0.0759981130322984 0.0255559466369445 0.000513294322964789 0.00369571912534647 0 0 0.000615953187557745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 "MetsaKeskim" 4 0.00122534041586361 0.00128331688055281 0.00701671915887118 0.117486955295445 0.000789733464955577 0.00372302919193344 0.00236920039486673 0 0.00157946692991116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000394866732477789 0 0 0
