"speOsNum" "tyyppi" "maakunta" "spe1Rat" "spe2Rat" "spe3Rat" "spe4Rat" "spe5Rat" "spe6Rat" "spe7Rat" "spe8Rat" "spe9Rat" "spe10Rat" "spe11Rat" "spe12Rat" "spe13Rat" "spe14Rat" "spe15Rat" "spe16Rat" "spe17Rat" "spe18Rat" "spe19Rat" "spe20Rat" "spe21Rat" "spe22Rat" "spe23Rat" "spe24Rat" "spe25Rat" "spe26Rat" "spe27Rat" "spe28Rat" "spe29Rat" "spe30Rat" "spe31Rat"
"117" 2 "MetsaTiheaTaimikko" 2 0.00176991150442478 0.0944936086529007 0 0.0168141592920354 0 0 0 0.00221238938053097 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"118" 3 "MetsaTiheaTaimikko" 2 0 0 0.151612903225806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"119" 4 "MetsaTiheaTaimikko" 2 0 0.0038647342995169 0.0192278199524576 0.1160877233341 0 0 0 0.00138026224982747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000966183574879227 0 0 0
"120" 5 "MetsaTiheaTaimikko" 2 0 0 0 0 0.0380952380952381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"121" 6 "MetsaTiheaTaimikko" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"122" 8 "MetsaTiheaTaimikko" 2 0 0 0 0 0 0 0 0.151111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"123" 1 "MetsaVart" 2 0.0925728901182754 0.00174335485569263 0.000610966953617859 0.000972057925297087 0.00020376027963817 9.7160691413005e-05 4.66796557882773e-05 9.02022334072991e-06 4.03332843664066e-05 0 0 0 0 0 0 0 0 5.71495578801959e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
"124" 2 "MetsaVart" 2 0.00071692842503799 0.111309238922601 0.000615588388878151 0.00122837370052188 0.000572543517202541 0.000109518303016954 0.000104215740859708 4.28283866546748e-05 0.000127210505599302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.28485159964024e-05 0 0 0 0
"125" 3 "MetsaVart" 2 0.000540870190878802 0.00038010258968979 0.0978196220874243 0.0113741097612065 0.000984836474046936 0 0.000365447008807532 0.000260671228413164 0.00043010752688172 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000167574361122748 0 0
"126" 4 "MetsaVart" 2 0 0.000803515379786566 0.00312232751846918 0.118875535497456 0.00179535467671061 0.00103040086090933 0.000604729022808119 0.000451977401129944 0.00145607269901055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"127" 5 "MetsaVart" 2 0 0.000599700149925036 0.00280961875632459 0.00351371933081079 0.127661122864676 0.00134932533733133 0.00209895052473763 0.00455605530568049 0.000674662668665667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000333166749958354 0 0
"128" 6 "MetsaVart" 2 0 0 0 0 0 0.0595238095238095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"129" 7 "MetsaVart" 2 0 0 0 0 0.0016615089831504 0.000653594771241829 0.127377117074582 0.000653594771241829 0.00252100840336134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"130" 8 "MetsaVart" 2 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"131" 9 "MetsaVart" 2 0 0 0 0 0 0 0 0 0.12814065693465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0461538461538461 0 0.0153846153846154 0
"132" 16 "MetsaVart" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"133" 27 "MetsaVart" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.212126769112493 0 0 0 0
"134" 28 "MetsaVart" 2 0 0.0181818181818182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0
"135" 29 "MetsaVart" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.380952380952381 0 0
"136" 1 "MetsaHarvaTaimikko" 3 0.0840425531914893 0.00319148936170212 0 0 0.00106382978723404 0 0 0 0.00212765957446808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"137" 2 "MetsaHarvaTaimikko" 3 0.000340136054421769 0.104109977324263 0.00242021624152524 0.00245653817082389 0.00238095238095238 0.0113378684807256 0 0.00102040816326531 0.00102040816326531 0 0 0 0 0 0 0 0 0.00131195335276968 0 0 0 0 0 0 0 0 0 0 0 0 0
"138" 3 "MetsaHarvaTaimikko" 3 0 0.00104712041884817 0.0869109947643979 0.00523560209424084 0 0 0 0 0.00104712041884817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"139" 4 "MetsaHarvaTaimikko" 3 0 0.0062992125984252 0.00787401574803149 0.109361329833771 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"140" 5 "MetsaHarvaTaimikko" 3 0 0.00625 0 0 0.1125 0 0 0.025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"141" 6 "MetsaHarvaTaimikko" 3 0 0 0 0 0 0.0142857142857143 0 0.0142857142857143 0.0285714285714285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"142" 8 "MetsaHarvaTaimikko" 3 0 0 0 0 0 0 0 0.145679012345679 0.0493827160493828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"143" 9 "MetsaHarvaTaimikko" 3 0 0 0 0 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"144" 14 "MetsaHarvaTaimikko" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0999999999999996 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"145" 15 "MetsaHarvaTaimikko" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"146" 30 "MetsaHarvaTaimikko" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"147" 1 "MetsaKeskim" 3 0.083996358996359 0.00432795432795433 0.00111072611072611 0.000855525855525855 0.000254100254100254 0 6.93000693000693e-05 0.000377300377300378 0 0 0 0 0 0 0 0 0 0.000207900207900208 0 0 0 0 0 0 0 0 0 0 0 0 0
"148" 2 "MetsaKeskim" 3 0.00184041438113099 0.102483184567875 0.00169587922030919 0.00109588204050745 0.00119599907873524 0.00121080511959991 0 0.000761453530183172 0.00162866449511401 0 0 0 0 0 0 0 0 0.000184252952982595 0 0 0 0 0 0 0 0 0 5.92241634586911e-05 0 0 0
"149" 3 "MetsaKeskim" 3 0 0.00121100164203613 0.0762497719394271 0.00567015599343185 0.000878033205619412 0.00184729064039409 0 0.00135696040868455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"150" 4 "MetsaKeskim" 3 0 0.00206192685891062 0.00185246565757007 0.111872997458844 0.000919787868743785 0.00160939859315729 0.000165727543917799 0.00132582035134239 0.00106479946967186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"151" 5 "MetsaKeskim" 3 0 0.00162337662337663 0.00252525252525252 0 0.0859217171717172 0.0191558441558442 0 0.0193181818181818 0.0125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"152" 6 "MetsaKeskim" 3 0 0.000523560209424084 0.00058173356602676 0.00117801047120419 0.00607911576497964 0.13589503864373 0 0.00955497382198953 0.00423834455248068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000581733566026759 0 0 0
"153" 7 "MetsaKeskim" 3 0 0 0 0 0 0 0.0857142857142858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"154" 8 "MetsaKeskim" 3 0 0.00804828973843059 0.00352112676056338 0.00352112676056338 0.0080257150065243 0 0 0.152816901408451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0253521126760563 0.0028169014084507 0 0
"155" 9 "MetsaKeskim" 3 0 0.0493827160493828 0 0 0 0 0 0.00823045267489711 0.0962962962962963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"156" 11 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"157" 14 "MetsaKeskim" 3 0 0.00694444444444443 0 0 0 0 0 0 0 0 0 0 0 0.0882936507936508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"158" 18 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"159" 28 "MetsaKeskim" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.314814814814815 0 0 0
"160" 29 "MetsaKeskim" 3 0 0 0 0 0 0 0 0.0740740740740741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0370370370370371 0 0
"161" 30 "MetsaKeskim" 3 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"162" 1 "MetsaTiheaTaimikko" 3 0.121739130434783 0.00724637681159421 0.00869565217391305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"163" 2 "MetsaTiheaTaimikko" 3 0.00192678227360308 0.119588953114965 0.00115606936416185 0.0046242774566474 0 0.00115606936416185 0 0.00346820809248555 0.0023121387283237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"164" 3 "MetsaTiheaTaimikko" 3 0 0 0.0733333333333333 0 0 0 0 0 0.004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"165" 4 "MetsaTiheaTaimikko" 3 0 0 0.00925925925925926 0.0848418997228521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"166" 5 "MetsaTiheaTaimikko" 3 0 0 0 0 0.12797619047619 0 0 0.0583333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"167" 6 "MetsaTiheaTaimikko" 3 0 0 0 0.0104166666666667 0.00868055555555555 0.0907118055555555 0 0.00781250000000001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021875 0 0 0
"168" 7 "MetsaTiheaTaimikko" 3 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"169" 8 "MetsaTiheaTaimikko" 3 0 0.0169934640522876 0 0.00392156862745098 0.0156862745098039 0.0156862745098039 0 0.156302521008403 0.0196078431372549 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"170" 9 "MetsaTiheaTaimikko" 3 0 0 0 0 0 0 0 0 0.20952380952381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"171" 28 "MetsaTiheaTaimikko" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"172" 30 "MetsaTiheaTaimikko" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"173" 1 "MetsaVart" 3 0.0974212567420397 0.00210517622919198 0.00060254909984043 0.00127972591696896 0.000436523713837523 0.000297019251070037 1.51148730350665e-05 7.50945279361241e-05 0.000165819138306796 0 0 0 0 2.29542988470689e-05 0 0 0 9.44679564691657e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
"174" 2 "MetsaVart" 3 0.00132825016326215 0.0987560068865232 0.000374275413094408 0.000877761322966802 0.000370241631229609 0.000253360013633986 0.00019525396237725 0.000254755734207789 0.000112325227157361 0 0 0 0 0 0 0 0 5.02459406568995e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
"175" 3 "MetsaVart" 3 0.000804039151889963 0.00033271719038817 0.10145260609305 0.00877667473634477 0.000663796331009727 0.000369685767097967 0.000345040049291436 0.000455945779420826 0.000271102895871842 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.39371534195934e-05 0 0 0 0 0 0 0
"176" 4 "MetsaVart" 3 0.000204498977505113 0.001593387866394 0.00533842796351792 0.115754912991521 0.000831262600562099 0.00238734297399942 0.00168072597137014 0.00143879637744669 0.000612279676696854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.52079072937967e-05 0 0 0
"177" 5 "MetsaVart" 3 0.000544319113737318 0.00174129353233831 0.00199421688336508 0.0025319829424307 0.141863995974716 0.00725835110163468 0.00259812050856827 0.00505705598989181 0.00236488728171146 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00133811302072455 0 0 0 0.000621890547263681 0.000621890547263682 0 0
"178" 6 "MetsaVart" 3 0 0.00283687943262411 0 0 0.010086682427108 0.1633839821662 0 0.00425531914893617 0.00583136327817179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0106382978723404 0.0043904086457278 0.00283687943262411 0
"179" 7 "MetsaVart" 3 0 0 0 0 0.00526819923371647 0.00114942528735632 0.190685237512317 0.00402298850574712 0.00229885057471264 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00191570881226053 0.00191570881226053 0 0
"180" 8 "MetsaVart" 3 0 0 0 0 0 0 0 0.115479239689258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"181" 9 "MetsaVart" 3 0.00384615384615384 0 0 0 0.0048076923076923 0.00384615384615384 0 0.0258241758241758 0.109072114964763 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"182" 11 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0.305582327594273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"183" 13 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"184" 14 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0.115407998958854 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"185" 21 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"186" 24 "MetsaVart" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.377914569206132 0 0 0 0 0 0 0
"187" 29 "MetsaVart" 3 0 0 0 0 0 0 0 0 0.733333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"188" 1 "MetsaHarvaTaimikko" 4 0.0904711353755939 0.00254777070063695 0.00339702760084926 0 0 0.000636942675159237 0 0.000636942675159236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"189" 2 "MetsaHarvaTaimikko" 4 0.000491400491400491 0.112840762840763 0.000491400491400492 0.00924885924885926 0 0.000491400491400491 0 0.00103740103740104 0 0 0 0 0 0 0 0 0 0.000491400491400493 0 0 0 0 0 0 0 0 0 0 0 0 0
"190" 3 "MetsaHarvaTaimikko" 4 0.00108108108108108 0.00108108108108108 0.0906306306306306 0.00108108108108108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"191" 4 "MetsaHarvaTaimikko" 4 0.00210526315789473 0.00210526315789474 0.00631578947368421 0.125430242272348 0 0.00210526315789473 0 0.00511278195488721 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"192" 5 "MetsaHarvaTaimikko" 4 0 0 0 0 0.059047619047619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"193" 6 "MetsaHarvaTaimikko" 4 0 0 0 0 0 0.0500000000000001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"194" 7 "MetsaHarvaTaimikko" 4 0 0 0 0 0 0 0.333333333333334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"195" 8 "MetsaHarvaTaimikko" 4 0 0 0 0 0 0 0 0.177142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196" 9 "MetsaHarvaTaimikko" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"197" 14 "MetsaHarvaTaimikko" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0.133333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"198" 28 "MetsaHarvaTaimikko" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0714285714285713 0 0 0
"199" 1 "MetsaKeskim" 4 0.0887681987956399 0.000909622176487029 0.000872416959771179 0.000603268977382858 0.000111071183561465 4.57351932311914e-05 6.53359903302734e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"200" 2 "MetsaKeskim" 4 0.00205936432886788 0.108431713262024 0.000418777440054036 0.00259897181882997 0.000990281061203047 0.000945626477541371 0.000189125295508274 0.000189125295508274 0.000189125295508274 0 0 0 0 0 0 0 0 0.000157604412923562 0 0 0 0 0 0 0 0 0 0 0 0 0
"201" 3 "MetsaKeskim" 4 0.000217864923747276 0.00107116920842411 0.0752749247847287 0.00956184943113048 0.000217864923747277 0 0.000272331154684097 0.00065359477124183 0.000871459694989106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"202" 4 "MetsaKeskim" 4 0.000360685302073941 0.000841599038172528 0.00614095352598509 0.11186826398729 0.00036068530207394 0.00380723374411382 0 0.000841599038172526 0.00054102795311091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"203" 5 "MetsaKeskim" 4 0 0 0 0.00249687890137329 0.1187265917603 0 0 0.0325842696629213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"204" 6 "MetsaKeskim" 4 0 0 0.000921658986175117 0.0101382488479263 0.00378904249871992 0.0940713919976593 0.000921658986175116 0.0147465437788018 0.000921658986175114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"205" 7 "MetsaKeskim" 4 0 0 0 0 0 0.0388888888888889 0.154497354497354 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0148148148148148 0 0 0 0 0 0 0 0 0 0
"206" 8 "MetsaKeskim" 4 0 0 0 0 0 0 0 0.226031746031746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00444444444444444 0 0 0
"207" 9 "MetsaKeskim" 4 0 0 0 0 0 0 0 0 0.117647058823529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"208" 11 "MetsaKeskim" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"209" 14 "MetsaKeskim" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"210" 24 "MetsaKeskim" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0
"211" 28 "MetsaKeskim" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0
"212" 29 "MetsaKeskim" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"213" 1 "MetsaTiheaTaimikko" 4 0.101639344262295 0.00273224043715847 0.00218579234972678 0 0 0 0 0 0.00109289617486339 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"214" 2 "MetsaTiheaTaimikko" 4 0 0.123174603174603 0 0.00714285714285714 0 0.01 0 0 0.00714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"215" 3 "MetsaTiheaTaimikko" 4 0 0 0.128888888888889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"216" 4 "MetsaTiheaTaimikko" 4 0.00258064516129032 0.00258064516129032 0.00829493087557604 0.0855094726062468 0 0.00129032258064516 0 0.00258064516129032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"217" 5 "MetsaTiheaTaimikko" 4 0 0 0 0 0.0769230769230769 0.0659340659340659 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"218" 6 "MetsaTiheaTaimikko" 4 0 0 0 0.04 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"219" 8 "MetsaTiheaTaimikko" 4 0 0 0 0.008 0 0 0 0.122666666666667 0.032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0342857142857143 0 0 0
"220" 28 "MetsaTiheaTaimikko" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0
"221" 1 "MetsaVart" 4 0.0926895571129485 0.00204763790181653 0.000769381649640307 0.000900878066729368 0.000246631087969895 0.000113987879624199 6.46841687653085e-05 3.92417290509539e-05 3.62231345085728e-05 0 0 0 0 0 0 0 0 8.58622447610615e-05 0 0 2.41487563390485e-05 0 0 0 0 0 0 4.02479272317476e-05 0 0 0
"222" 2 "MetsaVart" 4 0.00093072765047944 0.103200278168017 0.00069142719601261 0.000663952379658631 0.000574660974696006 0.00068432893846538 6.52049881815959e-05 0.000237209019505865 0.000210863370787068 0 0 0 0 0 0 0 0 3.66778058521477e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
"223" 3 "MetsaVart" 4 0 0.000161186331399097 0.106420168905217 0.0137726566906007 0.000585387819430372 0.000487140912672827 0.00142816206645994 0.0011605415860735 0.000451321727917473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"224" 4 "MetsaVart" 4 0.000720491629582539 0.00141071050161959 0.00654344895291591 0.106931875892587 0.00154693791057427 0.000508582326764145 0.00033905488450943 0.000904146358691812 0.000317863954227591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00158931977113795 0 0 0
"225" 5 "MetsaVart" 4 0 0.00106157112526539 0.00117554818756416 0.00180467091295117 0.140990782633782 0.00286624203821656 0.00194621372965322 0.00222929936305733 0.000849256900212314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"226" 6 "MetsaVart" 4 0 0.00634920634920635 0 0 0 0.233610481229529 0 0.00317460317460317 0.0115898211136306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"227" 7 "MetsaVart" 4 0.0021505376344086 0.00522273425499232 0 0 0 0.0114695340501792 0.145893791417079 0 0.0021505376344086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"228" 8 "MetsaVart" 4 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"229" 9 "MetsaVart" 4 0 0 0 0 0 0.0370370370370371 0 0 0.122222222222222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"230" 11 "MetsaVart" 4 0 0.0333333333333333 0 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"231" 14 "MetsaVart" 4 0.0292631709392767 0.00925925925925926 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"232" 24 "MetsaVart" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"233" 1 "MetsaHarvaTaimikko" 5 0.0661985018726592 0.00491573033707865 0 0.00224719101123595 0 0.000561797752808988 0 0.000802568218298556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"234" 2 "MetsaHarvaTaimikko" 5 0.000391389432485323 0.098623924455627 0.000391389432485323 0.00553381169819526 0 0.00234833659491193 0 0.000391389432485323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"235" 3 "MetsaHarvaTaimikko" 5 0 0 0.0997324772605671 0.0112359550561798 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"236" 4 "MetsaHarvaTaimikko" 5 0.00170940170940171 0.00341880341880342 0.00341880341880342 0.0629629629629629 0.00341880341880341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"237" 5 "MetsaHarvaTaimikko" 5 0 0 0.025 0 0.025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"238" 6 "MetsaHarvaTaimikko" 5 0 0.1 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"239" 8 "MetsaHarvaTaimikko" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"240" 14 "MetsaHarvaTaimikko" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"241" 24 "MetsaHarvaTaimikko" 5 0 0.285714285714285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.571428571428571 0 0 0 0 0 0 0
"242" 30 "MetsaHarvaTaimikko" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.222222222222222 0 0
"243" 1 "MetsaKeskim" 5 0.0850424782601439 0.00315645185519002 0.000368033648790746 0.00104568290688164 0.000321299217198271 5.25762355415352e-05 7.51089079164788e-05 0 0 0 0 0 0 0 0 0 0 5.25762355415353e-05 0 0 0 0 0 0 0 0 0 0 0 0 0
